"filename", "language", "Markdown", "JavaScript", "SCSS", "JSON", "Vue", "XML", "CSS", "HTML", "comment", "blank", "total"
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\build\mp-weixin\pages\my\my.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\build\mp-weixin\pages\my\my.json", "JSON", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 9
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\build\mp-weixin\pages\nonet\index.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\build\mp-weixin\pages\nonet\index.json", "JSON", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\build\mp-weixin\pages\order\index.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\build\mp-weixin\pages\order\index.json", "JSON", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 12
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\build\mp-weixin\pages\pay\index.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\build\mp-weixin\pages\pay\index.json", "JSON", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\build\mp-weixin\pages\remark\index.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\build\mp-weixin\pages\remark\index.json", "JSON", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 9
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\build\mp-weixin\pages\success\index.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\build\mp-weixin\pages\success\index.json", "JSON", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\build\mp-weixin\project.config.json", "JSON", 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 46
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\build\mp-weixin\sitemap.json", "JSON", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 7
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\build\mp-weixin\uni_modules\uni-badge\components\uni-badge\uni-badge.js", "JavaScript", 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\build\mp-weixin\uni_modules\uni-badge\components\uni-badge\uni-badge.json", "JSON", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\build\mp-weixin\uni_modules\uni-easyinput\components\uni-easyinput\uni-easyinput.js", "JavaScript", 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\build\mp-weixin\uni_modules\uni-easyinput\components\uni-easyinput\uni-easyinput.json", "JSON", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\build\mp-weixin\uni_modules\uni-list\components\uni-list-item\uni-list-item.js", "JavaScript", 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\build\mp-weixin\uni_modules\uni-list\components\uni-list-item\uni-list-item.json", "JSON", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 7
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\build\mp-weixin\uni_modules\uni-list\components\uni-list\uni-list.js", "JavaScript", 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\build\mp-weixin\uni_modules\uni-list\components\uni-list\uni-list.json", "JSON", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\build\mp-weixin\uni_modules\uni-popup\components\uni-popup\uni-popup.js", "JavaScript", 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\build\mp-weixin\uni_modules\uni-popup\components\uni-popup\uni-popup.json", "JSON", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\build\mp-weixin\uni_modules\uni-transition\components\uni-transition\uni-transition.js", "JavaScript", 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\build\mp-weixin\uni_modules\uni-transition\components\uni-transition\uni-transition.json", "JSON", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\.automator\app-plus\.automator.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\.automator\mp-weixin\.automator.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\app-plus\__uniappchooselocation.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\app-plus\__uniappes6.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\app-plus\__uniappopenlocation.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\app-plus\__uniapppicker.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\app-plus\__uniappquill.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 7, 0, 8
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\app-plus\__uniappquillimageresize.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\app-plus\__uniappscan.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\app-plus\__uniappview.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 22, 0, 4, 26
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\app-plus\app-config-service.js", "JavaScript", 0, 7, 0, 0, 0, 0, 0, 0, 0, 2, 9
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\app-plus\app-config.js", "JavaScript", 0, 128, 0, 0, 0, 0, 0, 0, 26, 0, 154
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\app-plus\app-service.js", "JavaScript", 0, 6170, 0, 0, 0, 0, 0, 0, 821, 725, 7716
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\app-plus\app-view.js", "JavaScript", 0, 4350, 0, 0, 0, 0, 0, 0, 735, 508, 5593
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\app-plus\manifest.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\app-plus\view.css", "CSS", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\app-plus\view.umd.min.js", "JavaScript", 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 6
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\app.js", "JavaScript", 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\app.json", "JSON", 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 24
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\common\main.js", "JavaScript", 0, 81, 0, 0, 0, 0, 0, 0, 33, 24, 138
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\common\runtime.js", "JavaScript", 0, 232, 0, 0, 0, 0, 0, 0, 39, 2, 273
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\common\vendor.js", "JavaScript", 0, 21294, 0, 0, 0, 0, 0, 0, 1915, 5714, 28923
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\components\empty\empty.js", "JavaScript", 0, 110, 0, 0, 0, 0, 0, 0, 37, 43, 190
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\components\empty\empty.json", "JSON", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\components\reach-bottom\reach-bottom.js", "JavaScript", 0, 100, 0, 0, 0, 0, 0, 0, 38, 41, 179
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\components\reach-bottom\reach-bottom.json", "JSON", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\components\uni-icons\uni-icons.js", "JavaScript", 0, 113, 0, 0, 0, 0, 0, 0, 34, 51, 198
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\components\uni-icons\uni-icons.json", "JSON", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\components\uni-nav-bar\uni-nav-bar.js", "JavaScript", 0, 169, 0, 0, 0, 0, 0, 0, 31, 97, 297
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\components\uni-nav-bar\uni-nav-bar.json", "JSON", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 7
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\components\uni-phone\index.js", "JavaScript", 0, 109, 0, 0, 0, 0, 0, 0, 35, 46, 190
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\components\uni-phone\index.json", "JSON", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\components\uni-piker\index.js", "JavaScript", 0, 136, 0, 0, 0, 0, 0, 0, 68, 47, 251
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\components\uni-piker\index.json", "JSON", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\components\uni-popup\index.js", "JavaScript", 0, 96, 0, 0, 0, 0, 0, 0, 37, 41, 174
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\components\uni-popup\index.json", "JSON", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\components\uni-status-bar\uni-status-bar.js", "JavaScript", 0, 99, 0, 0, 0, 0, 0, 0, 36, 41, 176
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\components\uni-status-bar\uni-status-bar.json", "JSON", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\node-modules\@dcloudio\uni-ui\lib\uni-easyinput\uni-easyinput.js", "JavaScript", 0, 312, 0, 0, 0, 0, 0, 0, 120, 65, 497
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\node-modules\@dcloudio\uni-ui\lib\uni-easyinput\uni-easyinput.json", "JSON", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\node-modules\@dcloudio\uni-ui\lib\uni-list-item\uni-list-item.js", "JavaScript", 0, 264, 0, 0, 0, 0, 0, 0, 114, 69, 447
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\node-modules\@dcloudio\uni-ui\lib\uni-list-item\uni-list-item.json", "JSON", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 7
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\pages\addOrEditAddress\addOrEditAddress.js", "JavaScript", 0, 345, 0, 0, 0, 0, 0, 0, 51, 232, 628
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\pages\addOrEditAddress\addOrEditAddress.json", "JSON", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 11
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\pages\address\address.js", "JavaScript", 0, 318, 0, 0, 0, 0, 0, 0, 81, 152, 551
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\pages\address\address.json", "JSON", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 10
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\pages\common\Navbar\navbar.js", "JavaScript", 0, 91, 0, 0, 0, 0, 0, 0, 45, 34, 170
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\pages\common\Navbar\navbar.json", "JSON", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\pages\common\simple-address\simple-address.js", "JavaScript", 0, 200, 0, 0, 0, 0, 0, 0, 87, 96, 383
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\pages\common\simple-address\simple-address.json", "JSON", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\pages\details\index.js", "JavaScript", 0, 114, 0, 0, 0, 0, 0, 0, 18, 35, 167
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\pages\details\index.json", "JSON", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 11
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\pages\historyOrder\historyOrder.js", "JavaScript", 0, 309, 0, 0, 0, 0, 0, 0, 48, 131, 488
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\pages\historyOrder\historyOrder.json", "JSON", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 11
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\pages\index\index.js", "JavaScript", 0, 139, 0, 0, 0, 0, 0, 0, 27, 50, 216
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\pages\index\index.json", "JSON", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 8
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\pages\my\my.js", "JavaScript", 0, 264, 0, 0, 0, 0, 0, 0, 43, 159, 466
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\pages\my\my.json", "JSON", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 10
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\pages\nonet\index.js", "JavaScript", 0, 104, 0, 0, 0, 0, 0, 0, 35, 66, 205
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\pages\nonet\index.json", "JSON", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\pages\order\index.js", "JavaScript", 0, 136, 0, 0, 0, 0, 0, 0, 27, 43, 206
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\pages\order\index.json", "JSON", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 14
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\pages\pay\index.js", "JavaScript", 0, 163, 0, 0, 0, 0, 0, 0, 30, 89, 282
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\pages\pay\index.json", "JSON", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\pages\remark\index.js", "JavaScript", 0, 156, 0, 0, 0, 0, 0, 0, 43, 73, 272
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\pages\remark\index.json", "JSON", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 9
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\pages\success\index.js", "JavaScript", 0, 121, 0, 0, 0, 0, 0, 0, 41, 85, 247
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\pages\success\index.json", "JSON", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\project.config.json", "JSON", 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 47
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\project.private.config.json", "JSON", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 7
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\sitemap.json", "JSON", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 7
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\uni_modules\uni-badge\components\uni-badge\uni-badge.js", "JavaScript", 0, 206, 0, 0, 0, 0, 0, 0, 61, 67, 334
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\uni_modules\uni-badge\components\uni-badge\uni-badge.json", "JSON", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\uni_modules\uni-easyinput\components\uni-easyinput\uni-easyinput.js", "JavaScript", 0, 312, 0, 0, 0, 0, 0, 0, 120, 65, 497
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\uni_modules\uni-easyinput\components\uni-easyinput\uni-easyinput.json", "JSON", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\uni_modules\uni-list\components\uni-list-item\uni-list-item.js", "JavaScript", 0, 264, 0, 0, 0, 0, 0, 0, 114, 69, 447
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\uni_modules\uni-list\components\uni-list-item\uni-list-item.json", "JSON", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 7
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\uni_modules\uni-list\components\uni-list\uni-list.js", "JavaScript", 0, 114, 0, 0, 0, 0, 0, 0, 53, 46, 213
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\uni_modules\uni-list\components\uni-list\uni-list.json", "JSON", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\uni_modules\uni-popup\components\uni-popup\uni-popup.js", "JavaScript", 0, 371, 0, 0, 0, 0, 0, 0, 113, 119, 603
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\uni_modules\uni-popup\components\uni-popup\uni-popup.json", "JSON", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\uni_modules\uni-transition\components\uni-transition\uni-transition.js", "JavaScript", 0, 284, 0, 0, 0, 0, 0, 0, 62, 55, 401
"d:\project\project-rjwm-weixin-uniapp\unpackage\dist\dev\mp-weixin\uni_modules\uni-transition\components\uni-transition\uni-transition.json", "JSON", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"d:\project\project-rjwm-weixin-uniapp\utils\common.js", "JavaScript", 0, 55, 0, 0, 0, 0, 0, 0, 10, 0, 65
"d:\project\project-rjwm-weixin-uniapp\utils\env.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 5, 1, 7
"d:\project\project-rjwm-weixin-uniapp\utils\index.js", "JavaScript", 0, 97, 0, 0, 0, 0, 0, 0, 66, 9, 172
"d:\project\project-rjwm-weixin-uniapp\utils\request.js", "JavaScript", 0, 36, 0, 0, 0, 0, 0, 0, 6, 3, 45
"d:\project\project-rjwm-weixin-uniapp\utils\stomp.js", "JavaScript", 0, 440, 0, 0, 0, 0, 0, 0, 19, 38, 497
"d:\project\project-rjwm-weixin-uniapp\utils\webscoket.js", "JavaScript", 0, 50, 0, 0, 0, 0, 0, 0, 0, 10, 60
"d:\project\project-rjwm-weixin-uniapp\.md", "Markdown", 52, 0, 0, 0, 0, 0, 0, 0, 0, 39, 91
"Total", "-", 2317, 110896, 2726, 4845, 20619, 378, 500, 24, 9795, 12270, 164370